"POS
NAL.","POS
DPTO","COD
ICFES",INSTITUCION,MUNICIPIO,NATURALEZA,JORNADA,EVALUADOS,PG  2022,PG 2021,"VARIACIÓN
PG",LC 2022,LC 2021,"VARIACIÓN
LC",MAT 2022,MAT 2021,"VARIACIÓN
MAT",SYC 2022,SYC 2021,"VARIACIÓN
SYC",CN 2022,CN 2021,"VARIACIÓN
CN",ING 2022,ING 2021,"VARIACIÓN
ING"
7183,539,560573,SATELITE PEDRO VICENTE ABADIA,GUACARÍ,OFICIAL,MAÑANA,16,234.6,230.0,4.6,48,52.0,-4.0,49,47.0,2.0,42,41.0,1.0,49,45.0,4.0,46,43.0,3.0
7198,540,100545,COL LA PIEDAD,CALI,NO OFICIAL,MAÑANA,30,234.2,244.0,-9.8,51,55.0,-4.0,46,45.0,1.0,45,48.0,-3.0,46,47.0,-1.0,45,49.0,-4.0
7203,541,631614,COLEGIO MAYOR DEL NORTE 2 - PIZAMOS,CALI,NO OFICIAL,TARDE,16,234.2,217.0,17.2,52,48.0,4.0,47,43.0,4.0,42,40.0,2.0,46,43.0,3.0,48,43.0,5.0
7205,542,84392,CONCENTRACION DE DESARROLLO RURAL LA SELVA,GINEBRA,OFICIAL,COMPLETA,16,234.2,237.0,-2.8,48,49.0,-1.0,48,49.0,-1.0,43,43.0,0.0,49,50.0,-1.0,45,42.0,3.0
7227,543,41426,"INSTITUCIÓN EDUCATIVA TÉCNICA COMERCIAL HERNANDO NAVIA
VARON - SEDE PRINCIPAL",CALI,OFICIAL,TARDE,29,234.2,243.0,-8.8,49,54.0,-5.0,47,47.0,0.0,45,47.0,-2.0,47,48.0,-1.0,45,43.0,2.0
7229,544,716035,INSTITUTO COMERCIAL JUAN PABLOII - SEDE PRINCIPAL,GUACARÍ,NO OFICIAL,MAÑANA,8,234.2,219.0,15.2,51,45.0,6.0,45,47.0,-2.0,44,40.0,4.0,47,44.0,3.0,48,42.0,6.0
7232,545,143651,JORGE ISAACS,EL CERRITO,OFICIAL,MAÑANA,71,234.2,231.0,3.2,49,50.0,-1.0,48,47.0,1.0,44,43.0,1.0,46,45.0,1.0,48,46.0,2.0
7236,546,737106,LICEO PEDAGÓGICO SURORIENTAL,CALI,NO OFICIAL,ÚNICA,29,234.2,262.0,-27.8,50,56.0,-6.0,45,52.0,-7.0,44,51.0,-7.0,47,50.0,-3.0,51,54.0,-3.0
7240,547,564849,SEDE PRINCIPAL   NO. 65 SAN VICENTE DE PAÚL,TULUÁ,OFICIAL,ÚNICA,16,234.2,218.0,16.2,51,49.0,2.0,50,44.0,6.0,40,41.0,-1.0,47,43.0,4.0,45,37.0,8.0
7241,548,564955,SEDE PRINCIPAL  NO. 30 ATANASIO GIRARDOT,TULUÁ,OFICIAL,ÚNICA,23,234.2,239.0,-4.8,51,50.0,1.0,47,51.0,-4.0,44,44.0,0.0,46,48.0,-2.0,45,42.0,3.0
7255,549,564047,GENERAL SANTANDER,SEVILLA,OFICIAL,MAÑANA,11,233.8,238.0,-4.2,48,50.0,-2.0,51,49.0,2.0,44,47.0,-3.0,46,46.0,0.0,41,44.0,-3.0
7280,550,89433,"INSTITUCION EDUCATIVA TECNICA CIUDADELA DESEPAZ - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,93,233.8,230.0,3.8,51,50.0,1.0,47,45.0,2.0,43,43.0,0.0,46,46.0,0.0,47,46.0,1.0
7286,551,740431,MARISCAL SUCRE,LA CUMBRE,OFICIAL,ÚNICA,13,233.8,253.0,-19.2,51,54.0,-3.0,48,53.0,-5.0,43,46.0,-3.0,47,50.0,-3.0,41,48.0,-7.0
7296,552,701235,ASOC EDUC COL ARANGO Y CUERO,CALI,NO OFICIAL,COMPLETA,9,233.5,217.0,16.5,50,47.0,3.0,45,47.0,-2.0,45,41.0,4.0,46,40.0,6.0,49,40.0,9.0
7302,553,150110,COL RICHARD BACH,CALI,NO OFICIAL,MAÑANA,18,233.5,239.0,-5.5,50,52.0,-2.0,46,48.0,-2.0,45,44.0,1.0,46,48.0,-2.0,46,46.0,0.0
7323,554,65961,"INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMA - SEDE
PRINCIPAL",CALI,OFICIAL,TARDE,56,233.5,227.0,6.5,50,51.0,-1.0,48,44.0,4.0,44,44.0,0.0,45,43.0,2.0,46,44.0,2.0
7326,555,267120,INSTITUCION EDUCATIVA REPUBLICA DE ARGENTINA,CALI,OFICIAL,ÚNICA,16,233.5,232.0,1.5,50,46.0,4.0,46,47.0,-1.0,45,47.0,-2.0,47,46.0,1.0,43,45.0,-2.0
7333,556,189795,INSTITUTO TÉCNICO RJ DEL SABER - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,6,233.5,272.0,-38.5,49,58.0,-9.0,49,56.0,-7.0,44,51.0,-7.0,45,52.0,-7.0,46,56.0,-10.0
7334,557,112243,JOSE MARIA CORDOBA,EL ÁGUILA,OFICIAL,MAÑANA,33,233.5,246.0,-12.5,51,55.0,-4.0,46,49.0,-3.0,44,46.0,-2.0,46,48.0,-2.0,46,46.0,0.0
7335,558,152330,LA CONSOLITA,CAICEDONIA,OFICIAL,MAÑANA,9,233.5,251.0,-17.5,47,50.0,-3.0,51,52.0,-1.0,43,49.0,-6.0,46,50.0,-4.0,46,49.0,-3.0
7337,559,105825,LICEO FARALLONES DEL NORTE,CALI,NO OFICIAL,MAÑANA,40,233.5,247.0,-13.5,51,54.0,-3.0,46,48.0,-2.0,44,47.0,-3.0,45,49.0,-4.0,49,47.0,2.0
7360,560,695247,GENERAL SANTANDER,JAMUNDÍ,OFICIAL,ÚNICA,29,233.1,235.0,-1.9,50,49.0,1.0,47,47.0,0.0,46,45.0,1.0,44,47.0,-3.0,45,47.0,-2.0
7361,561,18382,GILBERTO ALZATE AVENDAÑO,EL CAIRO,OFICIAL,MAÑANA,22,233.1,237.0,-3.9,50,50.0,0.0,44,47.0,-3.0,48,48.0,0.0,46,45.0,1.0,42,47.0,-5.0
7381,562,735118,"INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA - SEDE
PRINCIPAL",CALI,OFICIAL,ÚNICA,36,233.1,236.0,-2.9,49,50.0,-1.0,47,48.0,-1.0,44,45.0,-1.0,46,46.0,0.0,48,47.0,1.0
7391,563,629725,LICEO RENACER,CALI,NO OFICIAL,MAÑANA,35,233.1,226.0,7.1,50,49.0,1.0,46,44.0,2.0,44,43.0,1.0,46,45.0,1.0,48,45.0,3.0
7408,564,153684,BRISAS DE LOS ALAMOS,CALI,OFICIAL,TARDE,15,232.7,229.0,3.7,50,50.0,0.0,44,44.0,0.0,47,44.0,3.0,45,45.0,0.0,47,46.0,1.0
7416,565,105247,EL MILAGROSO,BUENAVENTURA,NO OFICIAL,MAÑANA,20,232.7,227.0,5.7,51,50.0,1.0,45,44.0,1.0,44,44.0,0.0,46,44.0,2.0,47,45.0,2.0
7440,566,105965,INSTITUTO BASIS,PALMIRA,NO OFICIAL,MAÑANA,6,232.7,247.0,-14.3,47,52.0,-5.0,48,50.0,-2.0,44,47.0,-3.0,48,48.0,0.0,44,50.0,-6.0
7442,567,89300,JORGE ROBLEDO,TRUJILLO,OFICIAL,MAÑANA,19,232.7,220.0,12.7,52,47.0,5.0,44,42.0,2.0,47,41.0,6.0,43,45.0,-2.0,47,46.0,1.0
7446,568,565572,RAMÓN ELÍAS HERNÁNDEZ,VERSALLES,OFICIAL,MAÑANA,3,232.7,260.0,-27.3,47,53.0,-6.0,47,52.0,-5.0,45,48.0,-3.0,50,57.0,-7.0,38,46.0,-8.0
7463,569,62281,FRANCISCO ANTONIO ZEA,PRADERA,OFICIAL,MAÑANA,21,232.3,230.0,2.3,48,47.0,1.0,46,48.0,-2.0,47,44.0,3.0,46,47.0,-1.0,43,41.0,2.0
7465,570,563981,GENERAL SANTANDER SATELITE COLORADAS,SEVILLA,OFICIAL,MAÑANA,6,232.3,228.0,4.3,46,48.0,-2.0,50,46.0,4.0,42,43.0,-1.0,49,45.0,4.0,43,46.0,-3.0
7517,573,17202,COLEGIO PANAMERICANO,CALI,NO OFICIAL,MAÑANA,29,231.9,263.0,-31.1,51,55.0,-4.0,46,52.0,-6.0,43,52.0,-9.0,46,51.0,-5.0,45,53.0,-8.0
7520,574,111542,GENERAL SANTANDER SATELITE LA CUCHILLA,SEVILLA,OFICIAL,MAÑANA,7,231.9,219.0,12.9,46,48.0,-2.0,50,47.0,3.0,44,36.0,8.0,47,44.0,3.0,42,45.0,-3.0
7535,575,62422,INSTITUCION EDUCATIVA BOYACA,CALI,OFICIAL,MAÑANA,51,231.9,242.0,-10.1,52,53.0,-1.0,45,46.0,-1.0,43,48.0,-5.0,45,47.0,-2.0,48,46.0,2.0
7540,576,268201,INSTITUCION EDUCATIVA SANTA ROSA - SEDE PRINCIPAL,CALI,OFICIAL,TARDE,55,231.9,217.0,14.9,50,48.0,2.0,45,42.0,3.0,45,41.0,4.0,47,43.0,4.0,42,42.0,0.0
7548,577,105643,MANUEL QUINTERO PENILLA,CARTAGO,OFICIAL,TARDE,47,231.9,230.0,1.9,50,50.0,0.0,46,47.0,-1.0,44,44.0,0.0,46,44.0,2.0,45,43.0,2.0
7556,578,629568,COL SANTA CRUZ,CALI,NO OFICIAL,MAÑANA,7,231.5,223.0,8.5,51,51.0,0.0,48,42.0,6.0,42,41.0,1.0,44,44.0,0.0,47,46.0,1.0
7618,580,632398,INSTITUTO COOPERATIVO SOFONIAS YACUP,BUENAVENTURA,NO OFICIAL,MAÑANA,27,231.2,228.0,3.2,51,50.0,1.0,48,46.0,2.0,43,44.0,-1.0,44,43.0,1.0,43,44.0,-1.0
7626,581,95166,LIC. SUPERIOR DEL VALLE NO.3,CALI,NO OFICIAL,MAÑANA,13,231.2,231.0,0.2,51,50.0,1.0,45,45.0,0.0,45,45.0,0.0,44,45.0,-1.0,46,45.0,1.0
7629,582,143636,SAN ISIDRO,TRUJILLO,OFICIAL,MAÑANA,7,231.2,216.0,15.2,48,44.0,4.0,48,45.0,3.0,44,41.0,3.0,45,44.0,1.0,46,39.0,7.0
7632,583,564914,SEDE NO. 67 PEDRO PABLO PRIAS,TULUÁ,OFICIAL,ÚNICA,22,231.2,227.0,4.2,49,48.0,1.0,49,46.0,3.0,42,43.0,-1.0,46,45.0,1.0,43,44.0,-1.0
7644,584,18366,GIMNASIO DEL DAGUA,DAGUA,OFICIAL,MAÑANA,94,230.8,234.0,-3.2,50,51.0,-1.0,46,47.0,-1.0,44,44.0,0.0,45,45.0,0.0,45,47.0,-2.0
7668,585,156513,LICEO MIXTO MODERNO  - SEDE PRINCIPAL,EL CERRITO,NO OFICIAL,MAÑANA,8,230.8,223.0,7.8,52,48.0,4.0,45,46.0,-1.0,42,41.0,1.0,45,44.0,1.0,48,44.0,4.0
7672,586,125054,SAN JUAN BOSCO,YOTOCO,OFICIAL,MAÑANA,19,230.8,219.0,11.8,48,46.0,2.0,47,46.0,1.0,44,41.0,3.0,46,44.0,2.0,45,39.0,6.0
7689,587,75150,COLEGIO FRANCISCO ELADIO RAMIREZ,CALI,NO OFICIAL,TARDE,73,230.4,246.0,-15.6,51,53.0,-2.0,45,50.0,-5.0,44,48.0,-4.0,45,46.0,-1.0,44,48.0,-4.0
7691,588,105627,EL PLACER,ANSERMANUEVO,OFICIAL,COMPLETA,10,230.4,240.0,-9.6,46,53.0,-7.0,48,46.0,2.0,46,49.0,-3.0,46,47.0,-1.0,41,39.0,2.0
7723,589,29207,INSTITUTO AGRICOLA CEILAN,BUGALAGRANDE,OFICIAL,MAÑANA,19,230.4,222.0,8.4,47,48.0,-1.0,47,46.0,1.0,45,41.0,4.0,47,43.0,4.0,41,43.0,-2.0
7734,590,18051,TÉCNICO INDUSTRIAL GERARDO VALENCIA CANO - SEDE PRINCIPAL,BUENAVENTURA,OFICIAL,MAÑANA,54,230.4,224.0,6.4,48,50.0,-2.0,48,47.0,1.0,43,42.0,1.0,45,41.0,4.0,47,43.0,4.0
7751,591,136911,I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL,DAGUA,OFICIAL,MAÑANA,12,230.0,219.0,11.0,48,47.0,1.0,44,45.0,-1.0,45,39.0,6.0,45,43.0,2.0,52,48.0,4.0
7760,592,725333,INSTITUCION EDUCATIVA NUEVO LATIR - SEDE PRINCIPAL,CALI,OFICIAL,ÚNICA,57,230.0,232.0,-2.0,49,51.0,-2.0,46,45.0,1.0,44,45.0,-1.0,45,45.0,0.0,46,45.0,1.0
7769,594,719955,LICEO EL ROSARIO JAMUNDÍ,JAMUNDÍ,NO OFICIAL,TARDE,8,230.0,209.0,21.0,50,48.0,2.0,47,39.0,8.0,44,38.0,6.0,44,41.0,3.0,43,45.0,-2.0
7776,595,565069,SEDE PRINCIPAL CONCENTRACIÓN DE DESARROLLO RURAL,TULUÁ,OFICIAL,ÚNICA,43,230.0,223.0,7.0,50,48.0,2.0,45,45.0,0.0,43,40.0,3.0,46,46.0,0.0,46,42.0,4.0
7783,596,124461,COLEGIO MANUELITA SAENZ,CALI,NO OFICIAL,COMPLETA,7,229.6,279.0,-49.4,51,61.0,-10.0,44,55.0,-11.0,45,54.0,-9.0,44,52.0,-8.0,45,59.0,-14.0
7810,597,150730,JORGE ELIECER GAITAN,GUACARÍ,OFICIAL,MAÑANA,22,229.6,210.0,19.6,49,46.0,3.0,47,42.0,5.0,41,39.0,2.0,46,41.0,5.0,48,41.0,7.0
7812,598,695221,SAN ANTONIO,JAMUNDÍ,OFICIAL,ÚNICA,15,229.6,230.0,-0.4,51,49.0,2.0,46,46.0,0.0,44,44.0,0.0,44,47.0,-3.0,42,40.0,2.0
7838,599,18036,INSTITTUCION EDUCATIVA TEOFILO ROBERTO POTES,BUENAVENTURA,OFICIAL,MAÑANA,160,229.2,238.0,-8.8,50,52.0,-2.0,46,49.0,-3.0,43,45.0,-2.0,45,45.0,0.0,44,45.0,-1.0
7847,600,43307,"INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMA - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,79,229.2,230.0,-0.8,50,51.0,-1.0,46,46.0,0.0,44,42.0,2.0,44,45.0,-1.0,44,45.0,-1.0
7854,601,95075,JORGE ISAACS SEDE PRINCIPAL,EL CERRITO,OFICIAL,MAÑANA,77,229.2,233.0,-3.8,49,50.0,-1.0,45,46.0,-1.0,43,45.0,-2.0,46,46.0,0.0,47,46.0,1.0
7856,602,739169,MANUEL ANTONIO BONILLA,LA VICTORIA,OFICIAL,ÚNICA,74,229.2,247.0,-17.8,50,52.0,-2.0,47,50.0,-3.0,40,46.0,-6.0,46,50.0,-4.0,47,47.0,0.0
7870,604,628727,COLEGIO NIÑO JESUS DE PRAGA,CALI,NO OFICIAL,MAÑANA,4,228.8,267.0,-38.2,45,55.0,-10.0,46,55.0,-9.0,47,51.0,-4.0,44,53.0,-9.0,49,52.0,-3.0
7879,605,62430,I.E. FRANCISCO JAVIER CISNEROS,BUENAVENTURA,OFICIAL,MAÑANA,23,228.8,220.0,8.8,47,46.0,1.0,50,45.0,5.0,41,42.0,-1.0,46,43.0,3.0,43,44.0,-1.0
7900,606,718791,MANUEL MARIA MALLARINO,CALI,OFICIAL,MAÑANA,27,228.8,229.0,-0.2,50,50.0,0.0,44,44.0,0.0,44,44.0,0.0,45,45.0,0.0,46,47.0,-1.0
7906,607,752196,CENTRO DE CAPACITACION SANTA INES,CALI,NO OFICIAL,MAÑANA,25,228.5,215.0,13.5,49,48.0,1.0,45,43.0,2.0,45,39.0,6.0,44,42.0,2.0,45,43.0,2.0
7914,608,183350,GILBERTO ALZATE AVENDAÑO - ALBAN,EL CAIRO,OFICIAL,MAÑANA,16,228.5,225.0,3.5,48,48.0,0.0,49,45.0,4.0,43,44.0,-1.0,44,44.0,0.0,42,42.0,0.0
7937,609,731216,NUESTRA SEÑORA DE LAS MERCEDES,ZARZAL,OFICIAL,ÚNICA,157,228.5,223.0,5.5,49,48.0,1.0,44,45.0,-1.0,45,42.0,3.0,44,43.0,1.0,48,46.0,2.0
7954,610,671263,FRANCISCO ANTONIO ZEA,PRADERA,OFICIAL,ÚNICA,73,228.1,223.0,5.1,48,48.0,0.0,46,47.0,-1.0,44,41.0,3.0,45,43.0,2.0,44,42.0,2.0
7982,612,554477,SANTIAGO GUTIERREZ ANGEL,ARGELIA,OFICIAL,MAÑANA,21,228.1,220.0,8.1,49,47.0,2.0,44,45.0,-1.0,44,40.0,4.0,45,44.0,1.0,47,44.0,3.0
7983,613,748103,SATELITE LAS AMERICAS,FLORIDA,OFICIAL,ÚNICA,15,228.1,199.0,29.1,47,42.0,5.0,48,38.0,10.0,41,39.0,2.0,48,41.0,7.0,41,37.0,4.0
7994,614,41392,COL COMUNAL NUEVA GRANADA,CALI,NO OFICIAL,MAÑANA,27,227.7,248.0,-20.3,50,52.0,-2.0,45,50.0,-5.0,43,48.0,-5.0,43,48.0,-5.0,49,51.0,-2.0
8022,615,18317,INSTITUTO TECNICO INDUSTRIAL,CARTAGO,OFICIAL,MAÑANA,57,227.7,231.0,-3.3,49,50.0,-1.0,48,46.0,2.0,42,44.0,-2.0,43,44.0,-1.0,46,48.0,-2.0
8026,616,172098,LICEO MIXTO EMPERADOR II - SEDE PRINCIPAL,CALI,NO OFICIAL,TARDE,19,227.7,249.0,-21.3,49,53.0,-4.0,44,50.0,-6.0,45,48.0,-3.0,44,49.0,-5.0,46,48.0,-2.0
8031,617,267609,SEDE PRIMAVERA,CALI,OFICIAL,TARDE,31,227.7,234.0,-6.3,50,51.0,-1.0,46,45.0,1.0,43,47.0,-4.0,43,45.0,-2.0,46,44.0,2.0
8088,618,129437,COL LA DIVINA ENSEÑANZA,CALI,NO OFICIAL,MAÑANA,30,226.9,240.0,-13.1,48,52.0,-4.0,48,48.0,0.0,40,46.0,-6.0,45,46.0,-1.0,47,49.0,-2.0
8120,619,707844,INVICALI DESEPAZ,CALI,OFICIAL,MAÑANA,95,226.9,233.0,-6.1,50,50.0,0.0,45,47.0,-2.0,42,44.0,-2.0,45,46.0,-1.0,44,45.0,-1.0
8158,620,695312,POLICARPA SALAVARRIETA,OBANDO,OFICIAL,ÚNICA,7,226.5,217.0,9.5,48,45.0,3.0,47,40.0,7.0,40,44.0,-4.0,47,45.0,2.0,43,41.0,2.0
8163,621,19083,SIMON BOLIVAR,ZARZAL,OFICIAL,MAÑANA,97,226.5,235.0,-8.5,48,51.0,-3.0,45,46.0,-1.0,43,44.0,-1.0,45,47.0,-2.0,46,47.0,-1.0
8169,622,169557,CENTRO DE ESTUDIOS TÉCNICOS CRECER - SEDE PRINCIPAL,CANDELARIA,NO OFICIAL,MAÑANA,1,226.2,227.0,-0.8,54,59.0,-5.0,45,42.0,3.0,36,35.0,1.0,45,46.0,-1.0,48,43.0,5.0
8206,623,734590,INSTITUCION EDUCATIVA SIETE DE AGOSTO,CALI,OFICIAL,ÚNICA,109,226.2,243.0,-16.8,49,53.0,-4.0,45,48.0,-3.0,43,47.0,-4.0,44,47.0,-3.0,45,47.0,-2.0
8211,624,130559,JOSE ACEVEDO Y GOMEZ,RESTREPO,OFICIAL,MAÑANA,19,226.2,248.0,-21.8,48,53.0,-5.0,46,51.0,-5.0,42,47.0,-5.0,45,48.0,-3.0,45,47.0,-2.0
8263,625,560326,NUESTRA SEÑORA DEL CARMEN,GINEBRA,OFICIAL,MAÑANA,6,225.8,193.0,32.8,48,42.0,6.0,50,37.0,13.0,42,36.0,6.0,44,40.0,4.0,35,38.0,-3.0
8273,626,635268,COLEGIO  SAN  SEBASTI AN  MICOLTA - SEDE PRINCIPAL,BUENAVENTURA,NO OFICIAL,TARDE,7,225.4,233.0,-7.6,51,50.0,1.0,44,47.0,-3.0,44,49.0,-5.0,43,42.0,1.0,40,43.0,-3.0
8279,627,17970,GILBERTO ALZATE AVENDAÑO,ARGELIA,OFICIAL,MAÑANA,28,225.4,239.0,-13.6,48,52.0,-4.0,46,48.0,-2.0,44,47.0,-3.0,43,46.0,-3.0,43,42.0,1.0
8288,628,155499,INST TEC REY DE REYES,CALI,NO OFICIAL,MAÑANA,22,225.4,228.0,-2.6,51,51.0,0.0,43,45.0,-2.0,42,42.0,0.0,45,45.0,0.0,43,45.0,-2.0
8301,629,717934,SAN GABRIEL,CALI,OFICIAL,ÚNICA,36,225.4,205.0,20.4,47,44.0,3.0,46,41.0,5.0,43,39.0,4.0,45,41.0,4.0,43,37.0,6.0
8306,630,143073,VEINTE DE JULIO,VIJES,OFICIAL,MAÑANA,8,225.4,193.0,32.4,48,39.0,9.0,48,37.0,11.0,42,39.0,3.0,43,40.0,3.0,43,37.0,6.0
8309,631,70078,"INSTITUCION EDUCATIVA MONSEÑOR RAMON ARCILA - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,78,225.0,228.0,-3.0,50,51.0,-1.0,45,46.0,-1.0,42,42.0,0.0,43,44.0,-1.0,45,45.0,0.0
8317,632,714808,COL TEC JUVENIL DEL VALLE,CALI,NO OFICIAL,COMPLETA,46,225.0,227.0,-2.0,49,47.0,2.0,45,48.0,-3.0,42,41.0,1.0,45,46.0,-1.0,42,44.0,-2.0
8345,633,124149,SANTA TERESITA DEL NIÑO JESUS,DAGUA,OFICIAL,MAÑANA,20,225.0,224.0,1.0,48,50.0,-2.0,43,43.0,0.0,42,42.0,0.0,46,45.0,1.0,48,43.0,5.0
8409,634,173302,INSTITUCION EDUCATIVA  JOSE HOLGUIN GARCES - SEDE PRINCIPAL,CALI,OFICIAL,TARDE,54,224.2,231.0,-6.8,48,50.0,-2.0,45,47.0,-2.0,42,44.0,-2.0,44,44.0,0.0,46,46.0,0.0
8412,635,267351,"INSTITUCION EDUCATIVA CARLOS HOLMES TRUJILLO - SEDE
PRINCIPAL",CALI,OFICIAL,ÚNICA,71,224.2,232.0,-7.8,49,50.0,-1.0,44,47.0,-3.0,42,44.0,-2.0,44,45.0,-1.0,46,46.0,0.0
8424,636,19000,SEDE PRINCIPAL LICEO MODERNO,TULUÁ,OFICIAL,MAÑANA,127,224.2,238.0,-13.8,49,52.0,-3.0,45,47.0,-2.0,42,46.0,-4.0,44,46.0,-2.0,43,45.0,-2.0
8427,637,84186,ALFREDO POSADA CORREA,PRADERA,OFICIAL,MAÑANA,157,223.8,221.0,2.8,49,47.0,2.0,44,45.0,-1.0,42,42.0,0.0,45,44.0,1.0,42,41.0,1.0
8451,638,175398,INSTITUTO DE COMERCIO PRACTICO INSCOP,CARTAGO,NO OFICIAL,MAÑANA,14,223.8,242.0,-18.2,49,53.0,-4.0,42,48.0,-6.0,44,46.0,-2.0,43,47.0,-4.0,48,46.0,2.0
8452,639,630897,INSTITUTO REMANSO DE COMFADI,CALI,NO OFICIAL,MAÑANA,23,223.8,230.0,-6.2,48,50.0,-2.0,46,46.0,0.0,41,45.0,-4.0,45,44.0,1.0,42,42.0,0.0
8487,640,124636,INSTITUCION EDUCATIVA GABRIELA MISTRAL,CALI,OFICIAL,TARDE,160,223.5,218.0,5.5,48,48.0,0.0,45,44.0,1.0,42,41.0,1.0,44,42.0,2.0,44,42.0,2.0
8518,641,265447,INSTITUCIÓN EDUCATIVA MARICE SINISTERRA - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,42,223.1,226.0,-2.9,50,49.0,1.0,43,45.0,-2.0,42,43.0,-1.0,43,44.0,-1.0,46,45.0,1.0
8524,642,74971,LA ANUNCIACION,BUENAVENTURA,OFICIAL,TARDE,25,223.1,222.0,1.1,47,46.0,1.0,46,46.0,0.0,40,42.0,-2.0,46,45.0,1.0,43,41.0,2.0
8540,643,84228,COLEGIO NUESTRA SEÑORA DE LA SABIDURIA,BUENAVENTURA,NO OFICIAL,MAÑANA,34,222.7,217.0,5.7,49,47.0,2.0,44,44.0,0.0,41,40.0,1.0,44,43.0,1.0,45,41.0,4.0
8559,644,670539,INSTITUCION EDUCATIVA GUILLERMO VALENCIA,CALI,OFICIAL,ÚNICA,17,222.7,247.0,-24.3,50,54.0,-4.0,44,50.0,-6.0,41,47.0,-6.0,44,46.0,-2.0,42,50.0,-8.0
8565,645,18440,INSTITUTO LAS AMERICAS,FLORIDA,OFICIAL,MAÑANA,98,222.7,211.0,11.7,48,45.0,3.0,45,43.0,2.0,42,40.0,2.0,44,41.0,3.0,42,41.0,1.0
8566,646,95125,JUAN CHACO,BUENAVENTURA,OFICIAL,MAÑANA,15,222.7,216.0,6.7,48,48.0,0.0,46,44.0,2.0,40,40.0,0.0,45,42.0,3.0,42,39.0,3.0
8572,647,564864,SEDE  PRINCIPAL NO. 68 BERNARDA GONZALEZ,TULUÁ,OFICIAL,ÚNICA,6,222.7,246.0,-23.3,47,52.0,-5.0,46,52.0,-6.0,40,46.0,-6.0,46,49.0,-3.0,42,42.0,0.0
8581,648,124453,CENTRO DE DESARROLLO VECINAL,CARTAGO,OFICIAL,TARDE,28,222.3,208.0,14.3,49,44.0,5.0,43,44.0,-1.0,42,38.0,4.0,44,40.0,4.0,44,42.0,2.0
8598,649,662965,INST COLEGIO ISEE,PALMIRA,NO OFICIAL,MAÑANA,4,222.3,241.0,-18.7,50,52.0,-2.0,42,51.0,-9.0,45,45.0,0.0,43,45.0,-2.0,38,47.0,-9.0
8601,650,268151,"INSTITUCION EDUCATIVA JESUS VILLAFANE FRANCO - SEDE
PRINCIPAL",CALI,OFICIAL,MAÑANA,66,222.3,217.0,5.3,48,48.0,0.0,44,42.0,2.0,43,41.0,2.0,43,43.0,0.0,44,43.0,1.0
8609,651,136747,NIÑO JESUS DE PRAGA,BUENAVENTURA,OFICIAL,MAÑANA,8,222.3,200.0,22.3,46,41.0,5.0,45,41.0,4.0,43,37.0,6.0,45,41.0,4.0,41,39.0,2.0
8617,652,59022,ANTONIO NARIÑO,ZARZAL,OFICIAL,TARDE,40,221.9,223.0,-1.1,47,48.0,-1.0,43,46.0,-3.0,43,42.0,1.0,44,43.0,1.0,46,44.0,2.0
8623,654,755413,CENTRO DOCENTE NUESTRA SEÑORA DE LAS LAJAS,CALI,OFICIAL,ÚNICA,34,221.9,230.0,-8.1,47,50.0,-3.0,45,45.0,0.0,42,44.0,-2.0,45,46.0,-1.0,40,42.0,-2.0
8654,655,560565,PEDRO VICENTE ABADIA,GUACARÍ,OFICIAL,MAÑANA,26,221.9,214.0,7.9,46,46.0,0.0,46,41.0,5.0,41,42.0,-1.0,45,43.0,2.0,43,40.0,3.0
8678,656,660589,"I.E. CENTRO COLOMBIANO DE ESTUDIOS TECNICOS CCOET - SEDE
PRINCIPAL",JAMUNDÍ,NO OFICIAL,TARDE,4,221.5,208.0,13.5,48,48.0,0.0,47,40.0,7.0,40,38.0,2.0,41,40.0,1.0,48,44.0,4.0
8706,657,119677,SEDE CENTRAL CRISTOBAL COLON,DAGUA,OFICIAL,MAÑANA,18,221.5,193.0,28.5,47,41.0,6.0,44,36.0,8.0,44,36.0,8.0,44,41.0,3.0,39,40.0,-1.0
8710,658,110916,BELISARIO PEÑA PIÑEIRO,ROLDANILLO,OFICIAL,MAÑANA,19,221.2,223.0,-1.8,48,49.0,-1.0,42,45.0,-3.0,43,43.0,0.0,44,42.0,2.0,44,42.0,2.0
8714,659,129635,CAMILO TORRES,DAGUA,OFICIAL,MAÑANA,19,221.2,237.0,-15.8,47,49.0,-2.0,45,52.0,-7.0,42,44.0,-2.0,43,46.0,-3.0,44,43.0,1.0
8725,660,563502,GABRIELA MISTRAL,SAN PEDRO,OFICIAL,TARDE,18,221.2,226.0,-4.8,47,50.0,-3.0,43,46.0,-3.0,42,44.0,-2.0,46,42.0,4.0,41,42.0,-1.0
